"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","nyrs_since_last_renovation","zipcode","sqft_living15","sqft_lot15","daten"
"9233",510000,4,2.25,2450,62290,2,0,0,3,8,2450,0,1976,39,"98077",2450,41181,37
"1437",480000,5,4.75,3830,35000,1,0,0,3,8,2130,1700,1976,39,"98077",2750,36150,11
"13319",570000,4,2.25,2380,36446,2,0,0,4,8,2380,0,1977,38,"98077",2790,40005,229
"3401",542126,4,2.5,2360,43088,2,0,0,3,8,2360,0,1977,38,"98077",2850,39216,75
"10714",655000,4,2.5,3340,34238,1,0,0,4,8,2060,1280,1977,38,"98077",2400,36590,152
"3204",528000,5,2.25,2940,38009,1,0,0,3,8,1700,1240,1977,38,"98077",2620,38300,216
"103",699950,3,2.25,2190,107593,2,0,0,4,8,2190,0,1983,32,"98077",2570,47777,224
"11078",630000,3,2.5,2900,46609,2,0,0,3,9,2900,0,1987,28,"98077",2570,42188,291
"10441",575000,4,2.5,2510,47044,2,0,0,3,9,2510,0,1987,28,"98077",2600,42612,96
"17211",549950,5,2.5,2650,54380,2,0,0,3,9,2650,0,1984,31,"98077",2560,49044,342
"5330",595000,4,2.5,2360,43017,2,0,0,3,9,2360,0,1989,26,"98077",2750,40334,350
"7456",623000,4,2.5,2710,49044,2,0,0,3,9,2710,0,1988,27,"98077",2560,38190,353
"17744",665000,4,2.5,2790,43091,2,0,0,4,9,2790,0,1989,26,"98077",2750,35290,42
"17456",490000,4,2.25,2110,16200,1,0,0,3,8,1630,480,1978,37,"98072",2370,16000,248
"1746",541100,4,2.25,2510,9800,2,0,0,3,9,2510,0,1978,37,"98072",2440,11000,318
"17321",475000,3,3,2540,18900,1,0,0,3,7,1580,960,1978,37,"98072",2270,16000,307
"15508",537000,4,2.25,2640,8800,1,0,0,3,8,1620,1020,1980,35,"98072",2500,11700,349
"13906",428000,3,1.75,2120,9350,1,0,0,3,7,1280,840,1979,36,"98072",2200,9000,153
"287",467000,5,2.25,2500,13500,1,0,0,3,7,1850,650,1979,36,"98072",2300,9750,168
"12188",480000,5,2.75,2760,7200,1,0,0,3,7,1430,1330,1979,36,"98072",2460,8750,341
"1583",420000,4,2.25,2270,12000,1,0,0,4,7,1360,910,1979,36,"98072",2500,10120,346
"1012",475000,3,1.75,2020,8970,1,0,0,4,7,1180,840,1981,34,"98072",2140,8008,224
"11625",614000,4,2.25,2880,9996,1,0,0,4,8,1920,960,1981,34,"98072",2410,10584,189
"10646",425000,3,2.25,1800,7371,1,0,0,3,7,1280,520,1979,36,"98072",1960,7675,123
"8577",448000,4,1.75,2560,8270,1,0,0,3,7,1480,1080,1979,36,"98072",2320,8450,158
"7329",345000,3,2.25,2670,37089,2,0,0,3,9,2670,0,1990,25,"98042",2290,36284,259
"8181",260000,4,2.5,2000,37045,2,0,0,3,8,2000,0,1989,26,"98042",2390,36868,52
"2544",390000,3,2.5,2480,53250,2,0,0,3,9,2480,0,1990,25,"98042",2510,36549,313
"15358",476000,4,2.5,2740,33158,2,0,0,3,9,2740,0,1993,22,"98042",2740,36074,87
"2435",445000,4,2.5,2280,42077,2,0,0,3,8,2280,0,1994,21,"98042",2280,36236,60
"12126",479000,4,2.5,2370,30378,2,0,0,3,8,2370,0,1996,19,"98042",2870,34834,340
"3252",530000,4,2.5,2940,35996,2,0,0,3,9,2940,0,1995,20,"98042",2890,35089,367
"9955",1250000,5,5,5000,32909,2,0,0,3,10,5000,0,2000,15,"98075",3030,12601,96
"163",9e+05,3,2.5,3400,16603,2,0,0,3,10,3400,0,2000,15,"98075",3400,12601,306
"5441",693000,4,2.5,3160,13063,2,0,0,3,10,3160,0,1999,16,"98075",3350,14213,222
"13013",726888,5,3,2970,7261,2,0,0,3,9,2970,0,1999,16,"98075",2970,8437,348
"17285",640000,4,2.5,2210,7722,2,0,0,3,9,2210,0,1999,16,"98075",2970,8683,306
"5545",587000,4,2.75,2210,8430,2,0,0,3,9,2210,0,1999,16,"98075",2460,8069,277
"11934",485500,4,2.5,1800,4500,2,0,0,3,8,1800,0,1999,16,"98075",1800,4500,150
"6805",485000,3,2.5,1650,4218,2,0,0,3,8,1650,0,2000,15,"98075",1650,4559,174
"16851",465000,3,2.5,1650,4636,2,0,0,3,8,1650,0,1999,16,"98075",1650,4504,355
"2923",570000,3,2.5,1910,4941,2,0,0,3,8,1910,0,1999,16,"98075",1910,4941,368
"1040",566000,3,2.5,1560,5259,2,0,0,3,8,1560,0,1999,16,"98075",2170,5461,300
"9454",695000,4,3,3150,9130,2,0,0,3,9,3150,0,2001,14,"98075",2970,6228,13
"9856",680000,5,3,2970,6500,2,0,0,3,9,2970,0,2000,15,"98075",2970,6588,132
"3374",7e+05,4,3,3150,7778,2,0,0,3,9,3150,0,2000,15,"98075",2970,6500,38
"14419",606500,3,2.5,2170,5500,2,0,0,3,8,2170,0,2000,15,"98075",2170,5862,367
"9692",601000,4,2.5,2080,5191,2,0,0,3,8,2080,0,2001,14,"98075",2170,5518,201
"2748",726000,5,3,2970,10335,2,0,0,3,9,2970,0,2000,15,"98075",2970,10335,73
"12830",727000,4,3,3150,9703,2,0,0,3,9,3150,0,2001,14,"98075",3150,8819,115
"5764",705000,4,3,3150,9318,2,0,0,3,9,3150,0,2001,14,"98075",3150,9318,124
"9442",680000,4,3,3150,6175,2,0,0,3,9,3150,0,2001,14,"98075",3150,6986,123
"3957",7e+05,4,3.5,3150,6175,2,0,0,3,9,3150,0,2001,14,"98075",3150,6986,123
"12642",515000,4,2.5,1800,4338,2,0,0,3,8,1800,0,2001,14,"98075",1800,4507,271
"17700",5e+05,3,2.5,1650,4648,2,0,0,3,8,1650,0,2001,14,"98075",1800,5637,255
"5369",1600000,4,3.5,4060,9486,2,0,0,3,10,4060,0,2005,10,"98033",2410,9486,221
"20107",547500,3,3.25,1720,1977,2,0,0,3,8,1360,360,2007,8,"98122",1720,3420,334
"12646",458500,3,1.5,1280,1920,1.5,0,0,3,7,1280,0,1905,25,"98122",1280,3150,357
"16246",550000,3,1.75,1380,3402,1.5,0,0,3,7,1380,0,1900,15,"98122",1500,5496,38
"17519",265000,2,1,820,8423,1,0,2,3,6,820,0,1957,58,"98055",1960,9140,283
"10479",213000,2,1,750,6089,1,0,2,3,6,750,0,1937,78,"98055",1430,6451,154
"4176",4e+05,3,1.75,2110,19600,1,0,0,4,8,2110,0,1959,56,"98055",880,10077,76
"20050",580000,4,3.25,3569,8327,2,0,0,3,10,3569,0,2013,2,"98055",2550,5251,4
"12751",344500,4,2.75,1800,5453,1,0,0,3,7,1050,750,2002,13,"98055",1820,6900,19
"17430",3e+05,3,3,2850,9375,1,0,0,3,8,2240,610,1977,38,"98055",1800,9375,297
"1365",290000,3,1,1440,11250,1,0,0,3,7,1440,0,1967,48,"98055",2200,11250,62
"3262",256000,3,1,880,5375,1,0,0,4,5,880,0,1924,91,"98055",980,4838,82
"13456",230000,6,1.5,1810,4838,1.5,0,0,4,5,1050,760,1905,110,"98055",1300,4838,242
"5604",370000,4,3,2130,4838,1.5,0,0,4,7,2130,0,1930,85,"98055",1070,4838,115
"6417",238950,2,1,810,4838,1,0,0,3,5,810,0,1938,77,"98055",890,4838,185
"5640",1e+05,4,1,1120,2685,1,0,0,3,5,860,260,1939,76,"98055",1120,4838,39
"16505",253000,2,1.75,1220,5000,1,0,0,5,7,860,360,1921,94,"98055",1120,5000,32
"4669",414000,2,1,800,5000,1,0,0,3,6,800,0,1938,77,"98055",1220,5000,340
"4548",221000,3,1,1240,5250,1.5,0,0,4,6,1240,0,1904,111,"98055",1240,5250,327
"18007",305000,3,1,1030,5350,1,0,0,3,7,1030,0,1924,6,"98055",1030,5250,74
"11032",207100,2,1,1000,4500,1,0,0,3,6,1000,0,1916,99,"98055",980,4837,118
"3678",245000,2,2,1070,4500,1,0,0,4,6,910,160,1932,83,"98055",1280,4500,168
"1901",330000,4,1,1100,5000,1.5,0,0,5,6,1100,0,1904,111,"98055",1560,4838,292
"14652",290000,4,3,2390,4500,2,0,0,3,7,2390,0,1974,41,"98055",1320,4500,38
"17846",249500,2,1,900,4500,1,0,0,3,6,900,0,1951,64,"98055",860,4500,340
"4688",205000,2,1,900,4397,1,0,0,3,6,900,0,1918,97,"98055",1430,4500,85
"4068",373000,8,3,2850,12714,1,0,0,3,7,2850,0,1959,56,"98055",1480,4942,293
"5451",259950,3,1,1460,5825,1,0,0,5,5,1260,200,1942,73,"98056",1150,5926,266
"8212",222900,2,1,860,5800,1,0,0,5,5,860,0,1942,73,"98056",900,6000,130
"17887",217000,2,1,720,4760,1,0,0,5,5,720,0,1942,73,"98056",840,4760,189
"1100",151000,2,1,720,4222,1,0,0,4,5,720,0,1942,73,"98056",860,4785,26
"7985",141800,2,1,930,4743,1,0,0,4,5,930,0,1942,73,"98056",930,4779,17
"9190",139000,2,1,690,5280,1,0,0,4,5,690,0,1942,73,"98056",1140,4860,53
"1454",235867,4,2,1330,5926,1,0,0,4,5,1330,0,1942,73,"98056",1150,5485,55
"17417",250000,3,1,1220,5038,1,0,0,5,6,1220,0,1942,73,"98056",1140,5038,360
"2691",369990,4,2.5,1960,7133,2,0,0,3,7,1960,0,2002,13,"98056",1960,6705,39
"3807",240000,4,1.75,1420,5382,1,0,0,5,5,1040,380,1942,73,"98056",1150,5382,167
"2939",230000,3,2,1440,5600,1,0,0,4,6,720,720,1942,8,"98056",1120,5700,32
"3417",368000,4,2,3160,11193,1,0,0,5,6,2410,750,1942,73,"98056",1020,5940,327
"9509",265000,4,1.75,1430,5490,1,0,0,5,6,1430,0,1942,73,"98056",1030,5900,325
"10687",410000,4,2.5,2070,6180,2,0,0,3,8,2070,0,2007,8,"98056",1250,6018,342
"6923",208000,2,1,820,5700,1,0,0,5,5,820,0,1942,73,"98056",1000,5700,73
"14815",545000,3,2.5,2760,17377,2,0,0,3,9,2760,0,2002,13,"98056",1940,8504,68
"8448",250000,3,3,2300,7701,1,0,0,3,7,2300,0,1960,55,"98056",1570,8116,200
"19156",190000,5,2,1750,10284,1,0,0,4,5,1750,0,1943,72,"98056",1560,9010,33
"10918",247000,4,2,1750,8116,1,0,0,4,5,1750,0,1943,72,"98056",1440,7865,206
"14720",199000,4,2,1440,9477,1,0,0,3,5,1440,0,1943,72,"98056",1440,9546,167
"3937",315000,6,2,1750,17685,1,0,0,4,5,1750,0,1943,72,"98056",1750,9209,342
"18736",325000,5,2,1730,10532,1,0,0,4,5,1730,0,1943,72,"98056",1940,8501,336
"7119",3e+05,6,2,2040,10812,1,0,0,4,5,2040,0,1943,72,"98056",1440,10200,20
"11786",232000,4,2,1440,5911,1,0,0,5,5,1440,0,1943,72,"98056",1500,11089,138
"20979",305450,3,2.5,1600,3573,2,0,0,3,7,1600,0,2013,2,"98056",1500,11089,5
"17212",275000,4,2,1440,10920,1,0,0,3,5,1440,0,1943,72,"98056",1500,11902,301
"2833",162000,4,2,1440,7641,1,0,0,4,5,1440,0,1943,72,"98056",1440,7750,140
"1242",350000,7,3,2800,9569,1,0,2,3,7,1400,1400,1963,52,"98056",2150,7333,52
"20030",555000,2,1.5,1190,1361,2,0,0,3,8,1190,0,2007,8,"98122",1280,3360,368
"4954",278000,4,2,1480,6324,1,0,0,3,7,1480,0,1943,72,"98122",1480,3600,224
"3683",430000,4,2,1990,4740,1,0,0,3,7,1080,910,1926,89,"98122",1560,2370,284
"15244",480000,4,2.25,2520,2370,2,0,0,3,8,1690,830,1908,107,"98122",1530,2370,116
"16677",590000,3,1,1530,2370,2,0,0,3,8,1530,0,1901,114,"98122",1310,2370,87
"238",410000,4,1,1970,4740,1.5,0,0,3,7,1670,300,1904,10,"98122",1510,4740,322
"12777",510000,2,1,1070,5280,1,0,0,3,6,1070,0,1900,115,"98122",1380,2370,332
"13929",750000,4,2.75,1750,5080,1.5,0,0,3,8,1750,0,1903,112,"98122",1700,4572,55
"2521",415000,3,1,1560,4500,1.5,0,0,3,7,1560,0,1903,112,"98122",1660,4500,259
"7531",935000,4,2,1220,7489,2,0,0,3,7,1220,0,1903,112,"98122",1220,3750,293
"11979",739000,6,4.5,4000,7500,2,0,0,3,7,4000,0,1978,37,"98122",1380,6298,145
"7376",250000,1,1,780,1033,1,0,0,3,7,780,0,1922,30,"98122",1040,1319,95
"7631",507200,3,3.5,1630,1329,2,0,0,3,9,1360,270,2000,15,"98122",1580,1319,265
"3150",402500,4,1,1270,3630,1.5,0,0,3,7,1270,0,1903,112,"98122",1420,4848,174
"3556",3e+05,4,3,2200,10800,1,0,0,3,6,2200,0,1960,55,"98058",1430,10800,66
"13679",3e+05,5,2.5,2093,10350,1.5,0,0,5,7,2093,0,1963,52,"98058",1520,10350,88
"12901",302200,4,1.5,1730,10396,1,0,0,3,7,1730,0,1964,51,"98058",1510,10396,325
"9763",299950,3,1.75,1980,11274,1,0,0,4,7,1480,500,1968,47,"98058",1520,8010,223
"2353",172500,2,2,1510,20685,1,0,0,2,6,1250,260,1958,57,"98059",1490,29527,357
"18699",350000,3,1.75,1740,29597,1,0,0,4,7,1740,0,1965,50,"98059",1560,20741,214
"5410",439950,4,2.25,2780,15075,2,0,0,3,7,2780,0,1985,30,"98059",1650,25542,109
"8860",453500,5,2.5,2300,23345,1,0,0,5,7,1170,1130,1967,48,"98059",2280,23345,33
"6389",379500,3,2.25,1830,25641,2,0,0,3,8,1830,0,1989,26,"98059",1500,25641,82
"17078",350000,3,1.5,1860,17640,1,0,0,4,7,1860,0,1966,49,"98059",1860,17820,161
"13139",430000,4,2.5,2010,16020,1.5,0,0,5,8,2010,0,1962,53,"98059",1420,16020,228
"6065",228000,3,1,1000,16376,1,0,0,3,7,1000,0,1959,56,"98059",1420,16192,214
"15140",390000,3,2,1840,16815,1,0,0,5,7,960,880,1972,43,"98059",1810,16732,138
"10518",313000,3,1,1510,10369,1,0,0,4,7,1010,500,1968,47,"98059",1510,16057,185
"13112",381000,3,1.75,2700,18246,1,0,0,4,7,1510,1190,1967,48,"98059",1620,16986,161
"14588",314950,3,1,1040,16986,1,0,0,4,7,1040,0,1968,47,"98059",1660,16986,5
"4089",499500,3,2.5,2970,21907,2,0,0,3,9,2970,0,1998,9,"98059",2040,27917,46
"1724",3e+05,3,1.75,1830,51836,1,0,0,4,7,1430,400,1966,49,"98059",1320,51400,130
"12727",485000,4,2.75,2720,51396,2,0,0,4,8,2720,0,1977,38,"98059",1960,51366,283
"10754",289571,3,1.5,1340,25160,1,0,0,3,7,1340,0,1968,47,"98059",1440,23680,342
"781",305000,3,1,1250,23680,1,0,0,5,7,1250,0,1967,48,"98059",1450,23680,299
"20356",657044,3,3.5,3420,23786,1.5,0,0,3,9,3420,0,2014,1,"98059",1590,23774,278
"9978",370000,4,2.5,2190,17600,1,0,0,4,7,1110,1080,1966,49,"98059",1820,17600,95
"3747",320000,3,2,1820,17600,1,0,0,5,7,1820,0,1972,43,"98059",2190,17440,116
"14712",352500,3,1.5,1470,17577,1,0,0,5,7,1470,0,1967,48,"98059",2300,13832,336
"12032",415500,3,2,1220,17652,1,0,0,4,7,1220,0,1980,35,"98059",1990,17652,328
"4997",322400,3,1.75,1710,15844,1,0,0,4,8,1710,0,1964,51,"98059",1990,20359,151
"4105",417000,3,1.75,1590,11454,1,0,0,4,8,1590,0,1979,36,"98056",1970,9960,227
"9342",339950,3,2.5,2140,7641,1,0,0,3,8,1290,850,1979,36,"98056",2090,8000,178
"52",345000,5,2.5,3150,9134,1,0,0,4,8,1640,1510,1966,49,"98056",1990,9133,291
"2217",327000,4,1,1620,6000,1.5,0,0,5,7,1620,0,1905,110,"98055",1310,6000,174
"6207",277000,4,1,1500,5750,1.5,0,0,3,6,1500,0,1925,90,"98055",1330,5750,336
"2702",220000,2,1,780,6000,1,0,0,5,6,780,0,1923,92,"98055",1080,6000,314
"16410",225000,2,1,700,6000,1,0,0,3,6,700,0,1943,72,"98055",1320,6000,165
"21213",552100,3,3,1330,1379,2,0,0,4,8,1120,210,2005,10,"98122",1810,1770,126
"1351",842500,4,2.5,2160,5298,2.5,0,0,4,9,2160,0,1902,113,"98122",1720,2283,9
"1338",495000,2,1.75,1850,2530,2.5,0,0,4,7,1850,0,1903,112,"98122",1500,1795,208
"176",425000,3,2.5,1120,1100,2,0,0,3,8,820,300,2008,7,"98122",1590,1795,284
"20572",552500,3,1.5,1300,1435,2,0,0,3,8,1120,180,2007,8,"98122",1320,1652,329
"21211",5e+05,2,2.5,1310,1500,2,0,0,3,8,1160,150,2006,9,"98122",1320,1581,14
"16103",589000,4,1,2210,4366,2,0,0,3,8,2210,0,1901,114,"98122",1740,1745,228
"812",419000,2,2.25,1180,1253,2,0,0,3,8,840,340,2008,7,"98122",1310,1963,167
"15831",540000,3,2.5,1380,1021,2,0,0,3,8,1160,220,2008,7,"98122",1440,1021,95
"19991",685000,3,2.25,1710,1193,2,0,0,3,9,1140,570,2014,1,"98122",1510,1193,195
"20308",665000,3,2.25,1590,929,2,0,0,3,9,1060,530,2014,1,"98122",1510,1193,98
"2164",570000,3,3.5,1460,1021,2,0,0,3,8,1150,310,2006,9,"98122",1460,1245,136
"8091",485500,2,1.5,1340,1286,2,0,0,3,8,1190,150,2006,9,"98122",1460,1245,97
"18011",742000,3,3.25,1540,704,3,0,0,3,9,1540,0,2011,4,"98122",1540,1456,33
"11322",687500,3,1.5,1280,2114,1.5,0,0,3,8,1280,0,1904,111,"98122",1540,1456,165
"7123",750000,2,1.5,1300,7632,1,0,2,3,7,1300,0,1943,72,"98122",1420,1676,146
"18411",685000,2,1.5,1300,1676,1,0,2,3,7,1300,0,1943,72,"98122",1260,1740,52
"12053",7e+05,3,1.75,2010,4905,1,0,0,5,7,1230,780,1912,103,"98122",2210,1834,17
"18571",651000,3,3,2260,1834,2,0,0,3,8,1660,600,2002,13,"98122",2260,1834,87
"2281",660000,3,3,2260,1825,2,0,0,3,8,1660,600,2002,13,"98122",2260,1834,115
"18955",259000,3,1,1320,8625,1,0,0,4,7,1320,0,1957,58,"98056",1370,8295,18
"4646",280000,3,1,1020,8400,1,0,0,4,7,1020,0,1957,58,"98056",1690,8030,367
"13421",275000,3,1.5,1320,7695,1,0,0,4,7,1320,0,1959,56,"98056",1370,8295,77
"2849",306000,3,1.75,1560,7500,1,0,0,4,8,1560,0,1966,49,"98056",1600,7904,119
"3652",335000,5,2.5,2400,4548,2,0,0,3,7,2400,0,2003,12,"98042",2200,4465,335
"16550",338000,5,2.5,2400,4496,2,0,0,3,7,2400,0,2004,11,"98042",1880,4319,328
"12803",268000,5,2.5,2400,4564,2,0,0,3,7,2400,0,2004,11,"98042",1880,4109,314
"19304",315000,3,2.5,2200,5954,2,0,0,3,7,2200,0,2004,11,"98042",2200,5046,305
"13561",290000,3,2.5,2200,4240,2,0,0,3,7,2200,0,2003,12,"98042",2200,4311,292
"19142",266490,3,2.5,1810,4113,2,0,0,3,7,1810,0,2004,11,"98042",1880,4465,200
"19819",419354,5,2.75,2710,4500,2,0,0,3,8,2710,0,2014,1,"98038",2710,4626,165
"20340",362865,4,2.5,2245,4301,2,0,0,3,8,2245,0,2014,1,"98038",2530,4478,113
"21416",389990,4,2.5,2245,4330,2,0,0,3,8,2245,0,2014,1,"98038",2530,4478,140
"20092",417838,4,2.5,2530,5048,2,0,0,3,8,2530,0,2014,1,"98038",2530,4359,60
"20272",349990,4,2.5,2220,3561,2,0,0,3,8,2220,0,2014,1,"98038",2530,4449,171
"20200",430760,5,2.75,2710,4685,2,0,0,3,8,2710,0,2014,1,"98038",2710,4449,96
"19638",363990,4,2.5,2240,3712,2,0,0,3,8,2240,0,2014,1,"98038",2530,4315,32
"19942",450000,5,2.75,2710,6220,2,0,0,3,8,2710,0,2014,1,"98038",2530,4759,181
"3922",1208000,4,2.75,4250,10925,2,0,0,3,10,4250,0,2003,12,"98059",4650,11544,337
"14298",1500000,4,4.25,5550,12968,2,0,0,3,11,5550,0,2005,10,"98059",4750,13001,188
"1101",1570000,5,4.5,6070,14731,2,0,0,3,11,6070,0,2004,11,"98059",4750,13404,192
"13434",1037000,4,3.5,4440,10660,2,0,0,3,11,4440,0,2003,12,"98059",4390,9976,68
"3122",1320000,4,5.25,6110,10369,2,0,0,3,11,6110,0,2005,10,"98059",4190,10762,199
"17601",1284000,5,4.25,5040,9466,2,0,0,3,11,5040,0,2004,11,"98059",4300,9417,287
"11599",1200000,4,3.5,4170,9748,2,0,0,3,11,4170,0,2004,11,"98059",4560,10589,46
"1124",1200000,4,1.75,3990,13470,2,0,0,3,11,3990,0,2006,9,"98059",5790,13709,54
"5452",1780000,4,3.25,4890,13402,2,0,0,3,13,4890,0,2004,11,"98059",5790,13539,161
"19857",1079000,4,3.25,4800,12727,2,0,0,3,10,4800,0,2011,4,"98059",4750,13602,76
"20459",1267500,4,3.5,4640,13404,2,0,0,3,10,4640,0,2007,8,"98059",4690,13590,370
"5064",1100000,4,3.75,5070,60123,2,0,0,3,11,5070,0,2000,15,"98053",4920,101930,62
"21521",1408760,4,4,4920,50621,2,0,0,3,10,4280,640,2012,3,"98053",4920,74052,115
"19978",1180000,4,3.25,3750,74052,2,0,0,3,10,3750,0,2013,2,"98053",4920,74052,357
"7459",1300000,4,3.5,4380,74052,1,0,0,3,11,4380,0,2001,14,"98053",5170,62291,18
"6",1225000,4,4.5,5420,101930,1,0,0,3,11,3890,1530,2001,14,"98053",4760,101930,10
"4958",214100,2,2.5,1150,2064,2,0,0,3,7,1150,0,2004,11,"98001",1880,2855,34
"15188",852000,4,1,2220,3588,1.5,0,0,4,7,1470,750,1927,88,"98115",1740,3588,328
"19734",489000,3,2.5,3080,5598,2,0,0,3,8,3080,0,2006,9,"98055",3080,5303,292
"8536",480000,3,2.5,2980,7338,2,0,0,3,8,2980,0,2006,9,"98055",3010,5267,230
"21102",277140,3,1.5,1190,785,2,0,0,3,8,920,270,2014,1,"98052",2820,5626,105
"20905",519990,4,3.25,1690,1321,2,0,0,3,8,1320,370,2014,1,"98052",3080,4558,263
"8981",275000,4,2,1720,5472,1,0,0,3,6,860,860,1923,92,"98118",1720,5670,154
"3783",411000,4,2.75,2500,5257,2,0,0,3,8,2500,0,1966,49,"98118",1660,5970,17
"12746",210000,4,1.75,2180,28710,1,0,0,3,8,1180,1000,1950,65,"98198",2180,28710,18
"19616",338000,3,2,2440,23512,1,0,0,3,6,1640,800,1933,82,"98148",1630,19613,115
"6911",596000,3,2.5,1730,2631,2,0,0,3,8,1730,0,2001,14,"98005",1730,2751,298
"4748",680000,3,2.5,2060,2551,2,0,0,3,8,1900,160,2001,14,"98005",2060,2936,227
"7683",345000,2,1,960,2700,1,0,0,3,6,780,180,1904,111,"98144",1400,3000,318
"1116",262000,4,2.5,1560,7800,2,0,0,3,7,1560,0,1997,18,"98168",1160,7800,280
"11840",320000,3,2,2320,7800,1,0,0,4,7,1160,1160,1960,55,"98168",1380,7800,241
"14181",315000,2,1,970,18557,1,0,0,3,6,970,0,1939,76,"98146",1150,7200,264
"13580",780000,5,1.75,2330,3800,1.5,0,0,3,7,1360,970,1927,88,"98115",2100,3800,327
"9892",210500,3,1,1840,10178,1,0,0,3,7,1040,800,1960,55,"98198",2040,10660,195
"6407",279000,3,1.75,1750,9623,1,0,0,3,7,1150,600,1962,53,"98198",1820,9623,300
"2739",397000,4,2.5,2201,9542,2,0,0,3,8,2201,0,2006,9,"98198",1990,9542,319
"2663",418200,3,2.25,2240,9542,1,0,1,3,7,1190,1050,1980,35,"98198",2080,9542,311
"18900",682000,4,2.5,2390,53941,2,0,0,3,8,2390,0,1989,26,"98053",2610,104108,340
"6345",505000,4,1,1480,12675,1.5,0,0,4,7,1480,0,1929,86,"98133",1820,7995,347
"8131",344950,3,2,1470,6950,1,0,0,5,6,1470,0,1932,83,"98133",1660,5065,151
"2976",427000,3,2.5,2050,3218,3,0,0,3,7,2050,0,2008,7,"98133",2050,7200,137
"1275",320000,3,1.75,2300,12000,1,0,0,3,8,1770,530,1942,73,"98133",2030,6000,88
"11137",5e+05,3,2.25,2210,7680,1,0,2,3,8,1730,480,1972,43,"98177",2390,7680,298
"19223",675000,4,3.5,2550,3600,2,0,2,3,8,1880,670,1997,18,"98177",2090,6000,299
"11143",605000,3,1.75,1930,5400,2,0,2,3,9,1930,0,1978,37,"98177",2100,6840,288
"19498",380000,2,1,1120,7560,1,0,1,3,6,1120,0,1947,68,"98177",1120,7200,115
"2554",715000,3,2.5,3050,6000,1,0,3,3,8,1720,1330,1984,31,"98177",2340,7200,342
"14683",1295000,2,2.5,2910,19449,2,1,4,5,9,1940,970,1985,30,"98177",2540,23598,111
"8914",370000,3,1,1060,7419,1,0,2,4,6,1060,0,1906,109,"98177",2190,5953,278
"2964",580000,3,1.5,1860,7190,2,0,1,5,7,1860,0,1952,63,"98177",1670,5525,139
"12303",668750,4,2.5,2340,6420,1,0,2,3,8,1590,750,1964,51,"98177",2110,10856,19
"121",660000,3,2.5,2400,6474,1,0,2,3,8,1560,840,1964,51,"98177",2340,10856,245
"4136",625000,4,2.5,2740,9599,1,0,2,3,8,1820,920,1961,54,"98177",2660,8280,264
"959",345500,3,1,1350,8581,1,0,0,5,6,1350,0,1944,71,"98177",2080,8451,143
"4538",650000,4,2.25,2330,7220,2,0,1,3,8,1600,730,1988,27,"98177",2220,9100,334
"6213",510000,4,2.5,1840,7800,1,0,2,3,8,1240,600,1972,43,"98177",2010,9100,276
"307",550000,4,2.75,1800,7750,1,0,0,4,8,1400,400,1965,50,"98177",1800,8275,336
"18026",536000,5,2.25,2650,9140,1,0,1,3,8,1350,1300,1965,50,"98177",2700,7800,265
"16101",1200000,3,3.5,4310,10842,2,0,2,3,10,3140,1170,1988,27,"98177",2280,11106,112
"5976",295000,2,1,800,6500,1,0,0,4,6,800,0,1953,62,"98133",1220,7000,68
"465",330000,3,1,980,7000,1,0,0,3,6,980,0,1953,62,"98133",1220,7000,194
"3720",250000,3,1,1050,6874,1,0,0,3,6,1050,0,1954,61,"98133",1500,8954,4
"5654",350000,3,1,1080,7000,1,0,0,4,6,1080,0,1916,99,"98133",1410,7214,297
"1065",275000,3,1.5,1410,9000,1,0,0,3,7,1410,0,1953,62,"98133",1910,7214,172
"10680",402500,3,1,990,10752,1.5,0,0,4,7,990,0,1929,86,"98133",1820,7600,108
"2768",549950,3,2.5,2160,6288,2,0,0,3,8,2160,0,1996,19,"98133",1830,7600,361
"2972",4e+05,3,1,1060,12000,1,0,0,3,7,1060,0,1952,63,"98133",1550,10500,340
"16719",415000,4,2.5,2000,5962,2,0,0,3,8,2000,0,1999,16,"98133",1790,10500,33
"21493",4e+05,3,2.5,1910,4408,3,0,0,3,8,1910,0,2007,8,"98133",1910,8154,350
"12313",352500,3,1.75,1500,10269,1,0,0,3,7,1030,470,1958,57,"98133",2090,10269,353
"8791",415000,3,1,1570,11752,1.5,0,0,5,8,1570,0,1930,85,"98133",2010,8291,206
"11600",850000,4,3.25,3090,6744,2,0,4,3,9,3090,0,1923,0,"98177",2020,6656,20
"17213",705000,3,2.5,2820,7200,1,0,3,3,9,1780,1040,1979,36,"98177",2300,7200,145
"14079",970000,4,3.25,2790,5420,1,0,3,3,9,1130,1660,1963,2,"98177",2530,7200,19
"8590",775000,4,2.5,2880,8400,2,0,4,3,8,2050,830,1955,28,"98177",2880,7440,73
"5248",890000,4,2.5,3370,7200,2,0,0,3,8,3370,0,2014,1,"98177",1880,7200,202
"7902",380000,3,2,2010,16736,2,0,0,4,6,2010,0,1929,86,"98133",1890,11477,90
"1186",423000,3,1,1830,13900,1,0,0,3,7,1830,0,1951,64,"98133",1840,10667,152
"6066",525000,4,2.5,2740,12106,1,0,0,3,8,1980,760,1992,23,"98133",2170,11156,299
